sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,save_rewrites_history,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image,additional_images
3201113276,,Default,simple, |  | Home |  | Grand Wood Bread Knife 19 cm,base,Grand Wood Bread Knife 19 cm,"Product Description arrow-down Your browser does not support the video tag. Your browser does not support the video tag. Mutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-buttonMutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-button Product advantages Unique handle Crafted from high-quality Italian olive wood, the handle combines a warm, ergonomic grip with a distinctive, unique design. WMF Performance Cut An optimized hardening process and laser-precision technology produce a special pointed cutting angle with exceptional, long-lasting sharpness. Sturdy, long-lasting blade The hand-forged blade is crafted from rust-free, acid-resistant special blade steel—for sturdy performance and lasting resistance to corrosion. Perfect balance Cutting like never before, with a massive forged steel bolster ensuring the perfect balance in the hand for exceptional comfort and precision. Safe finger protection The special bolster design offers safe finger protection and prevents slipping, for a cooking experience full of confidence and peace of mind. Made in Germany Manufactured in Germany with the high-quality materials, meticulous workmanship and perfect functionality that ensure WMF's renown. Your browser does not support the video tag. Your browser does not support the video tag. Mutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-buttonMutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-button Gifted by nature. Forged by hand. Crafted from exquisite Italian olive wood that offers a warm, ergonomic touch, each knife handle is a unique masterpiece of beauty. The stunning aesthetics seamlessly blend with high-performance cutting and long-lasting sharpness, making these kitchen knives exceptional in both form and function. The WMF Grand Wood Bread Knife has been manufactured in Germany from the finest materials and with meticulous workmanship—for sharp, stylish cutting like never before.",,271,1,Taxable Goods,"Catalog, Search",0.00,,,,grand-wood-bread-knife-19-cm-3201113276,1,Grand Wood Bread Knife 19 cm,,Grand Wood Bread Knife 19 cm,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530747006",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113276_main.jpg,3201113276_main.jpg,3201113276_main.jpg,"3201113276_1.jpg,3201113276_2.jpg,3201113276_3.jpg,3201113276_4.jpg,3201113276_5.jpg,3201113276_6.jpg,3201113276_7.jpg,3201113276_8.jpg,3201113276_9.jpg,3201113276_10.jpg,3201113276_12.jpg,3201113276_13.jpg,3201113276_14.jpg,3201113276_15.jpg,3201113276_16.jpg,3201113276_17.jpg,3201113276_18.jpg,3201113276_19.jpg,3201113276_20.jpg,3201113276_21.jpg,3201113276_22.jpg,3201113276_23.jpg"
3201113274,,Default,simple, |  | Home |  | Grand Wood Carving Knife 20 cm,base,Grand Wood Carving Knife 20 cm,"Product Description arrow-down Your browser does not support the video tag. Your browser does not support the video tag. Mutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-buttonMutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-button Product advantages Unique handle Crafted from high-quality Italian olive wood, the handle combines a warm, ergonomic grip with a distinctive, unique design. WMF Performance Cut An optimized hardening process and laser-precision technology produce a special pointed cutting angle with exceptional, long-lasting sharpness. Sturdy, long-lasting blade The hand-forged blade is crafted from rust-free, acid-resistant special blade steel—for sturdy performance and lasting resistance to corrosion. Perfect balance Cutting like never before, with a massive forged steel bolster ensuring the perfect balance in the hand for exceptional comfort and precision. Safe finger protection The special bolster design offers safe finger protection and prevents slipping, for a cooking experience full of confidence and peace of mind. Made in Germany Manufactured in Germany with the high-quality materials, meticulous workmanship and perfect functionality that ensure WMF's renown. Your browser does not support the video tag. Your browser does not support the video tag. Mutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-buttonMutemute-buttonUnmuteunmute-buttonPlayplay-buttonPausepause-button Gifted by nature. Forged by hand. Crafted from exquisite Italian olive wood that offers a warm, ergonomic touch, each knife handle is a unique masterpiece of beauty. The stunning aesthetics seamlessly blend with high-performance cutting and long-lasting sharpness, making these kitchen knives exceptional in both form and function. The WMF Grand Wood Carving Knife has been manufactured in Germany from the finest materials and with meticulous workmanship—for sharp, stylish cutting like never before.",,268,1,Taxable Goods,"Catalog, Search",0.00,,,,grand-wood-carving-knife-20-cm-3201113274,1,Grand Wood Carving Knife 20 cm,,Grand Wood Carving Knife 20 cm,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746986",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113274_main.jpg,3201113274_main.jpg,3201113274_main.jpg,"3201113274_1.jpg,3201113274_2.jpg,3201113274_3.jpg,3201113274_4.jpg,3201113274_5.jpg,3201113274_6.jpg,3201113274_7.jpg,3201113274_8.jpg,3201113274_9.jpg,3201113274_10.jpg,3201113274_11.jpg,3201113274_12.jpg,3201113274_13.jpg,3201113274_14.jpg,3201113274_15.jpg,3201113274_16.jpg,3201113274_17.jpg,3201113274_18.jpg,3201113274_19.jpg,3201113274_20.jpg,3201113274_21.jpg,3201113274_22.jpg"
3201113227,,Default,simple," |  | Home |  | WMF Neo Cutlery Set, Cromargan protect®, 30-piece",base,"WMF Neo Cutlery Set, Cromargan protect®, 30-piece","Product Description arrow-down Product advantages Inspired by nature Discover a stunning nature-inspired aesthetic that boldly embraces the beauty of imperfections—for stunning cutlery that makes every table an eye-catching dining experience. Premium look and feel A delight for everyday use, WMF cutlery combines a unique design with the highest quality. Each cutlery item offers a pleasant, ergonomic feel that fits perfectly in every hand. Cromargan Protect® Thanks to the patented surface finishing, the items are extremely resistant to scratches and signs of everyday use. Polished surfaces stay shiny, while matte finishes stay matte—for beauty that lasts. Dishwasher-safe Crafted with the highest quality, all items have been manufactured with care to be effortlessly cleaned in the dishwasher. Inserted forged steel blades The knives' blades are made from unique stainless blade steel that is forged and specially hardened to retain its sharpness and elasticity over long periods of time. Well-balanced between handle and blade, each knife offers a pleasant feel and fits perfectly in hand. Premium cutlery box The set comes in a high-quality cutlery box for secure, convenient storage. Inspired by the beauty of nature: Cutlery set for service of 6 Make every dining experience unforgettable with WMF Neo cutlery. This exceptional cutlery set offers a stunning aesthetic inspired by the beauty of nature—in a bold embrace of eye-catching imperfections that never fails to turn heads. The alluring design features exclusive Cromargan Protect®, a unique surface finishing that ensures outstanding resistance to scratches and signs of daily use, for beauty that lasts. Expertly crafted with care, the ergonomic cutlery set fits perfectly in every hand and includes knives with inserted forged steel blades that retain their sharpness and elasticity over time. Dishwasher-safe for fast, easy clean-up, the premium cutlery set comes in a beautiful cutlery box for secure, convenient storage.",,2.135,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-neo-cutlery-set-cromargan-protect-30-piece-3201113227,1,"WMF Neo Cutlery Set, Cromargan protect®, 30-piece",,"WMF Neo Cutlery Set, Cromargan protect®, 30-piece",,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746726",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113227_main.jpg,3201113227_main.jpg,3201113227_main.jpg,"3201113227_2.jpg,3201113227_3.jpg,3201113227_4.jpg,3201113227_5.jpg,3201113227_6.jpg,3201113227_7.jpg,3201113227_8.jpg,3201113227_9.jpg,3201113227_10.jpg,3201113227_11.jpg,3201113227_12.jpg,3201113227_13.jpg,3201113227_15.jpg,3201113227_16.jpg,3201113227_17.jpg,3201113227_18.jpg,3201113227_19.jpg,3201113227_20.jpg,3201113227_21.jpg"
3201113222,,Default,simple, |  | Home |  | Inspiration Silicone Whisk,base,Inspiration Silicone Whisk,"Product Description arrow-down Product advantages Firm grip A highly ergonomic design comes together with high-quality anti-slip platinum silicone for effortless and comfortable handling. Easy to clean The seamless design provides effortless clean up by hand and is robust enough to put in the dishwasher for perfect hygiene day after day. Heat-resistant For hot or cold mixing alike, the durable material can withstand temperatures up to 200°C/392°F. Perfect shape Designed as the perfect whisk, discover a shape and material that are perfect for beating eggs, making whipped cream and creating cream-based doughs with total ease. Suitable for all surfaces A high-quality baking utensil that's safe for use on all types of cookware and mixing bowls—even those with non-stick coatings. The perfect soft grip for all your baking needs From delicious cake batters to enviable doughs, the Kaiser Silicone Whisk promises outstanding beating and whipping. Crafted entirely from high-quality platinum silicone, discover a dishwasher-safe baking utensil that delivers uncompromising quality and extreme durability—with a perfect anti-slip grip, enhanced ergonomics and heat-resistance for hot and cold mixing alike. Featuring a soft, yet highly stable design and sturdy grip, the whisk has a seamless design for effortless clean-up by hand and dishwasher compatibility for perfect hygiene day after day.",,210,1,Taxable Goods,"Catalog, Search",0.00,,,,inspiration-silicone-whisk-3201113222,1,Inspiration Silicone Whisk,,Inspiration Silicone Whisk,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4006932669441",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113222_main.jpg,3201113222_main.jpg,3201113222_main.jpg,"3201113222_1.jpg,3201113222_2.jpg,3201113222_3.jpg,3201113222_4.jpg,3201113222_6.jpg,3201113222_7.jpg,3201113222_8.jpg,3201113222_9.jpg,3201113222_10.jpg,3201113222_11.jpg,3201113222_12.jpg,3201113222_13.jpg,3201113222_14.jpg,3201113222_15.jpg"
3201113200,,Default,simple, |  | Home |  | WMF Baric Lever Corkscrew with Foil Cutter,base,WMF Baric Lever Corkscrew with Foil Cutter,"Product Description arrow-down Product advantages Unmatched excellence An effortless lever movement to conveniently uncork any size wine bottle: simply position, press and lift. Like a pro The pointed spindle slides effortlessly into the cork to remove it without breakage or bending—ensuring no bit of cork is left behind. Sleek design Modern with a natural touch, the pure cylinder design combines metal die cast with premium beech wood for an aesthetic that never fails to impress. Ergonomic The side handles are ergonomically shaped for a comfortable hold that is pleasant to the touch and ensures total safety while uncorking. Included foil cutter A dedicated foil cutter is included to complete the bottle opening process. Premium gift An ideal gift for all wine lovers and sommeliers, the WMF Baric Lever Corkscrew comes in a stunning, high-quality gift box. Unmatched accuracy and effortless use. All in perfect style. Discover the effortless way to uncork wine, with a professional corkscrew that brings unmatched accuracy and style to the wine experience. Simply position it over any size bottle, press the side handles and lift the lever. Thanks to the pointed spindle and best-in-class mechanism, the cork is fully removed with precision and ease—leaving no bits behind. Featuring a sleek, ergonomic design that ensures total security while in use, this premium corkscrew comes with a dedicated foil cutter to complete the professional bottle-opening experience. An ideal gift for wine lovers everywhere.",,1.345,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-baric-lever-corkscrew-with-foil-cutter-3201113200,1,WMF Baric Lever Corkscrew with Foil Cutter,,WMF Baric Lever Corkscrew with Foil Cutter,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746528",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113200_main.jpg,3201113200_main.jpg,3201113200_main.jpg,"3201113200_1.jpg,3201113200_2.jpg,3201113200_3.jpg,3201113200_4.jpg,3201113200_5.jpg,3201113200_6.jpg,3201113200_7.jpg,3201113200_8.jpg,3201113200_9.jpg,3201113200_10.jpg,3201113200_11.jpg,3201113200_12.jpg,3201113200_13.jpg,3201113200_14.jpg,3201113200_16.jpg,3201113200_17.jpg,3201113200_18.jpg,3201113200_19.jpg,3201113200_20.jpg"
3201113203,,Default,simple, |  | Home |  | WMF Neo Table Fork,base,WMF Neo Table Fork,"Product Description arrow-down Product advantages Inspired by nature Discover a stunning nature-inspired aesthetic that boldly embraces the beauty of imperfections—for stunning cutlery that makes every table an eye-catching dining experience. Premium look and feel A delight for everyday use, WMF cutlery combines a unique design with the highest quality. Each cutlery item offers a pleasant, ergonomic feel that fits perfectly in every hand. Cromargan Protect® Thanks to the patented surface finishing, the items are extremely resistant to scratches and signs of everyday use. Polished surfaces stay shiny, while matte finishes stay matte—for beauty that lasts. Dishwasher-safe Crafted with the highest quality, all items have been manufactured with care to be effortlessly cleaned in the dishwasher. Inspired by the beauty of nature: Table fork Make every dining experience unforgettable with Neo cutlery by WMF. This exceptional table fork offers a stunning aesthetic inspired by the beauty of nature—in a bold embrace of eye-catching imperfections that never fails to turn heads. The alluring design features exclusive Cromargan Protect®, a unique surface finishing that ensures outstanding resistance to scratches and signs of daily use, for beauty that lasts. Expertly crafted with care and dishwasher-safe for fast, easy clean-up, this ergonomic table fork fits perfectly in every hand.",,63,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-neo-table-fork-3201113203,1,WMF Neo Table Fork,,WMF Neo Table Fork,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746542",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113203_main.jpg,3201113203_main.jpg,3201113203_main.jpg,"3201113203_1.jpg,3201113203_2.jpg,3201113203_3.jpg,3201113203_4.jpg,3201113203_5.jpg,3201113203_6.jpg,3201113203_7.jpg,3201113203_8.jpg,3201113203_9.jpg,3201113203_10.jpg,3201113203_13.jpg,3201113203_14.jpg,3201113203_15.jpg,3201113203_16.jpg,3201113203_17.jpg,3201113203_18.jpg,3201113203_19.jpg"
3201113199,,Default,simple," |  | Home |  | WMF Flavour Sauté Pan 28 cm, Black",base,"WMF Flavour Sauté Pan 28 cm, Black","Product Description arrow-down Product advantages Optimal heat retention WMF Flavour is crafted from traditional cast iron—for perfect heat retention and distribution resulting in full-flavored dishes. Modern take on cast iron Exuding modern elegance, the conical silhouette of the pan is offset by flowing ergonomic handles. Handcrafted authenticity The perfect imperfection of each pan is proof of its handmade craftsmanship, with a unique number indicating its production. Versatile recipes From soups and stews to roasts, casseroles and scrumptious baking, this versatile cookware staple is also ideal for serving meals in style. Made to last for life WMF Flavour Cast Iron cookware is made from robust materials and boasts a 30-year warranty.* *The 30-year warranty applies to the inner and outer enamel surfaces of WMF Flavour cookware. The warranty only applies if the product is used as intended. Details of the scope of the warranty and about proper use can be found in the instruction manual enclosed with the products. The modern take on cast iron. From crispy fingerling potatoes to buttery sautéed greens, pan-seared salmon or seafood paella, cast iron cookware delivers delicious meals every time. Now, WMF Flavour takes this traditional material to a new level, with a modern design that promises more tender, flavourful results than ever before. This elegant sauté pan is your one-stop solution for roasting, stewing, baking and serving.",,1,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-flavour-saut-pan-28-cm-black-3201113199,1,"WMF Flavour Sauté Pan 28 cm, Black",,"WMF Flavour Sauté Pan 28 cm, Black",,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746511",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113199_main.jpg,3201113199_main.jpg,3201113199_main.jpg,"3201113199_1.jpg,3201113199_2.jpg,3201113199_3.jpg,3201113199_4.jpg,3201113199_5.jpg,3201113199_6.jpg,3201113199_7.jpg,3201113199_8.jpg,3201113199_9.jpg,3201113199_11.jpg,3201113199_12.jpg,3201113199_13.jpg,3201113199_14.jpg,3201113199_15.jpg,3201113199_17.jpg,3201113199_18.jpg,3201113199_19.jpg,3201113199_20.jpg"
3201113195,,Default,simple," |  | Home |  | WMF Flavour Round Roaster 22 cm, Black",base,"WMF Flavour Round Roaster 22 cm, Black","Product Description arrow-down Product advantages Optimal heat retention WMF Flavour is crafted from traditional cast iron—for perfect heat retention and distribution resulting in full-flavored dishes. Full-flavored results The innovative condensation lid preserves up to 25% more juice* inside the pot—unrivaled for evenly spreading condensation across your cooking. *Based on tests done by an external laboratory on the EU market's top three products Modern take on cast iron Exuding modern elegance, the conical silhouette of the pot alternates with the striking lines of the lid, set off by flowing ergonomic handles. Handcrafted authenticity The perfect imperfection of each pot is proof of its handmade craftsmanship, with a unique number indicating its production. Versatile recipes From soups and stews to roasts, casseroles and scrumptious baking, this versatile cookware staple is also ideal for serving meals in style. Made to last for life WMF Flavour Cast Iron cookware is made from robust materials and boasts a 30-year warranty.* *The 30-year warranty applies to the inner and outer enamel surfaces of WMF Flavour cookware. The warranty only applies if the product is used as intended. Details of the scope of the warranty and about proper use can be found in the instruction manual enclosed with the products. The modern take on cast iron. From homemade coq au vin and beef bourguignon, to slow-cooked stews, tasty casseroles and creamy risottos, cast iron cookware delivers delicious meals every time. Now, WMF Flavour takes this traditional material to a new level, with a modern design that promises more tender, flavorful results than ever before, thanks to an innovative condensation lid. This elegant roaster is your one-stop solution for roasting, stewing, baking and serving.",,1,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-flavour-round-roaster-22-cm-black-3201113195,1,"WMF Flavour Round Roaster 22 cm, Black",,"WMF Flavour Round Roaster 22 cm, Black",,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746474",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113195_main.jpg,3201113195_main.jpg,3201113195_main.jpg,"3201113195_1.jpg,3201113195_2.jpg,3201113195_4.jpg,3201113195_5.jpg,3201113195_6.jpg,3201113195_7.jpg,3201113195_8.jpg,3201113195_9.jpg,3201113195_11.jpg,3201113195_12.jpg,3201113195_13.jpg,3201113195_14.jpg,3201113195_15.jpg,3201113195_17.jpg,3201113195_18.jpg,3201113195_19.jpg,3201113195_20.jpg,3201113195_21.jpg,3201113195_22.jpg,3201113195_23.jpg,3201113195_24.jpg,3201113195_25.jpg,3201113195_27.jpg,3201113195_28.jpg,3201113195_29.jpg,3201113195_30.jpg,3201113195_31.jpg"
3201113138,,Default,simple, |  | Home |  | SPITZENKLASSE PLUS knife block set 6-pcs,base,SPITZENKLASSE PLUS knife block set 6-pcs,"Product Description arrow-down Product advantages WMF Performance Cut technology An optimized hardening process and the latest laser-precision technology produce a special pointed cutting angle with exceptional, long-lasting sharpness—day after day, cut after perfect cut. Sturdy, long-lasting blades The hand-forged blades are crafted from rust-free, acid-resistant special blade steel—for sturdy performance and lasting resistance to corrosion over time. Perfect balance Cutting and chopping like never before, with massive forged steel bolsters ensuring the perfect balance of weight in the hand—for exceptional comfort and precision. Safe finger protection The special bolster design offers safe finger protection and prevents slipping, for a cooking and prep experience with total confidence and peace of mind. Classic ergonomic handles The seamless riveted handles are pleasant in the hand, thanks to a comfortable, ergonomic design. Seamless design The seamless connection between handle and blade ensures total hygiene and effortless cleaning, for knives that feel like they are made of one single piece. Made in Germany Manufactured in Germany with the high-quality materials, meticulous workmanship and perfect functionality that ensure WMF's renown. The proven classic High-quality knives require safe yet functional storage. With the Spitzenklasse Plus Knife Block Set, knives stay perfectly protected in a stunning oak wood block that fits any kitchen counter. Featuring WMF's Performance Cut technology, these hand-forged kitchen knives crafted from special blade steel deliver long-lasting sharpness and outstanding resistance—all in a perfectly balanced, German-made design. Comprising over 20 knives, the WMF Spitzenklasse Plus collection is the trusted answer to perfect food preparation, with a dedicated kitchen knife for every occasion. From cutting to chopping and so much more, this proven range features a classic riveted handle and a seamless construction—for a safe, secure and comfortable hold.",,2.359,1,Taxable Goods,"Catalog, Search",0.00,,,,spitzenklasse-plus-knife-block-set-6-pcs-3201113138,1,SPITZENKLASSE PLUS knife block set 6-pcs,,SPITZENKLASSE PLUS knife block set 6-pcs,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530694768",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113138_1.jpg,3201113138_1.jpg,3201113138_1.jpg,"3201113138_2.jpg,3201113138_3.jpg,3201113138_4.jpg,3201113138_5.jpg,3201113138_6.jpg,3201113138_7.jpg,3201113138_8.jpg,3201113138_9.jpg,3201113138_10.jpg,3201113138_11.jpg,3201113138_12.jpg,3201113138_13.jpg,3201113138_14.jpg,3201113138_15.jpg,3201113138_17.jpg,3201113138_18.jpg,3201113138_19.jpg,3201113138_20.jpg,3201113138_21.jpg,3201113138_22.jpg,3201113138_23.jpg,3201113138_24.jpg"
3201113197,,Default,simple," |  | Home |  | WMF Flavour Round Roaster 24 cm, Violet",base,"WMF Flavour Round Roaster 24 cm, Violet","Product Description arrow-down Product advantages Optimal heat retention WMF Flavour is crafted from traditional cast iron—for perfect heat retention and distribution resulting in full-flavored dishes. Full-flavored results The innovative condensation lid preserves up to 25% more juice* inside the pot—unrivaled for evenly spreading condensation across your cooking. *Based on tests done by an external laboratory on the EU market's top three products Modern take on cast iron Exuding modern elegance, the conical silhouette of the pot alternates with the striking lines of the lid, set off by flowing ergonomic handles. Handcrafted authenticity The perfect imperfection of each pot is proof of its handmade craftsmanship, with a unique number indicating its production. Versatile recipes From soups and stews to roasts, casseroles and scrumptious baking, this versatile cookware staple is also ideal for serving meals in style. Made to last for life WMF Flavour Cast Iron cookware is made from robust materials and boasts a 30-year warranty.* *The 30-year warranty applies to the inner and outer enamel surfaces of WMF Flavour cookware. The warranty only applies if the product is used as intended. Details of the scope of the warranty and about proper use can be found in the instruction manual enclosed with the products. The modern take on cast iron. From homemade coq au vin and beef bourguignon, to slow-cooked stews, tasty casseroles and creamy risottos, cast iron cookware delivers delicious meals every time. Now, WMF Flavour takes this traditional material to a new level, with a modern design that promises more tender, flavorful results than ever before, thanks to an innovative condensation lid. This elegant roaster is your one-stop solution for roasting, stewing, baking and serving.",,1,1,Taxable Goods,"Catalog, Search",0.00,,,,wmf-flavour-round-roaster-24-cm-violet-3201113197,1,"WMF Flavour Round Roaster 24 cm, Violet",,"WMF Flavour Round Roaster 24 cm, Violet",,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530746498",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113197_main.jpg,3201113197_main.jpg,3201113197_main.jpg,"3201113197_1.jpg,3201113197_2.jpg,3201113197_3.jpg,3201113197_4.jpg,3201113197_5.jpg,3201113197_7.jpg,3201113197_8.jpg,3201113197_9.jpg,3201113197_10.jpg,3201113197_11.jpg,3201113197_12.jpg,3201113197_13.jpg,3201113197_14.jpg,3201113197_15.jpg,3201113197_16.jpg,3201113197_17.jpg,3201113197_18.jpg,3201113197_19.jpg,3201113197_20.jpg,3201113197_21.jpg,3201113197_22.jpg,3201113197_23.jpg,3201113197_24.jpg,3201113197_25.jpg,3201113197_26.jpg,3201113197_27.jpg,3201113197_28.jpg,3201113197_30.jpg,3201113197_31.jpg,3201113197_32.jpg"
3201113073,,Default,simple," |  | Home |  | Spitzenklasse Plus FlexTec knife block value set*, 6-pieces",base,"Spitzenklasse Plus FlexTec knife block value set*, 6-pieces","Product Description arrow-down Product advantages WMF Performance Cut technology An optimized hardening process and the latest laser-precision technology produce a special pointed cutting angle with exceptional, long-lasting sharpness—day after day, cut after perfect cut. FlexTec knife block The FlexTec knife block with its innovative insert offers outstanding storage for up to 15 knives of all types and shapes. The possibilities are endless! Sturdy, long-lasting blades The hand-forged blades are crafted from rust-free, acid-resistant special blade steel—for sturdy performance and lasting resistance to corrosion over time. Perfect balance Cutting and chopping like never before, with a massive forged steel bolster ensuring the perfect balance of weight in the hand—for exceptional comfort and precision. Safe finger protection The special bolster design offers safe finger protection and prevents slipping, for a cooking and prep experience with total confidence and peace of mind. Classic ergonomic handle s The seamless riveted handles are pleasant in the hand, thanks to a comfortable, ergonomic design. Seamless design The seamless connection between handle and blade ensures total hygiene and effortless cleaning, for a knife that feels like it is made of one single piece. Made in Germany Manufactured in Germany with the high-quality materials, meticulous workmanship and perfect functionality that ensure WMF's renown. The proven classic High-quality knives require safe yet functional storage. With the Spitzenklasse Plus Knife Block Set, knives stay perfectly protected in the innovative FlexTec knife block, which offers outstanding storage for up to 15 knives of all types and shapes. Featuring WMF's Performance Cut technology, these hand-forged kitchen knives crafted from special blade steel deliver long-lasting sharpness and outstanding resistance—all in a perfectly balanced, German-made design. Comprising over 20 knives, the WMF Spitzenklasse Plus collection is the trusted answer to perfect food preparation, with a dedicated kitchen knife for every occasion. From cutting to chopping and so much more, this proven range features a classic riveted handle and a seamless construction—for a safe, secure and comfortable hold.",,3.122,1,Taxable Goods,"Catalog, Search",0.00,,,,spitzenklasse-plus-flextec-knife-block-value-set-6-pieces-3201113073,1,"Spitzenklasse Plus FlexTec knife block value set*, 6-pieces",,"Spitzenklasse Plus FlexTec knife block value set*, 6-pieces",,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,ean=4000530745798",100,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,3201113073_main.jpg,3201113073_main.jpg,3201113073_main.jpg,"3201113073_1.jpg,3201113073_2.jpg,3201113073_3.jpg,3201113073_4.jpg,3201113073_5.jpg,3201113073_7.jpg,3201113073_8.jpg,3201113073_9.jpg,3201113073_10.jpg,3201113073_11.jpg,3201113073_12.jpg,3201113073_13.jpg,3201113073_14.jpg,3201113073_15.jpg,3201113073_16.jpg,3201113073_17.jpg,3201113073_18.jpg,3201113073_19.jpg,3201113073_20.jpg,3201113073_21.jpg,3201113073_22.jpg,3201113073_23.jpg,3201113073_24.jpg,3201113073_25.jpg,3201113073_26.jpg,3201113073_27.jpg,3201113073_28.jpg,3201113073_29.jpg,3201113073_30.jpg,3201113073_31.jpg,3201113073_32.jpg"
